Date,y,dayofweek,month,dayofyear,weekofyear,is_weekend,lag_1,lag_7,lag_14,lag_28,lag_365,roll_mean_7,roll_mean_28
2012-05-27,856,6,5,148,21,1,856.0,870.0,855.0,876.0,848.0,861.4285714285714,866.0
2012-05-28,862,0,5,149,22,0,856.0,860.0,874.0,874.0,858.0,859.4285714285714,865.2857142857143
2012-05-29,854,1,5,150,22,0,862.0,851.0,875.0,866.0,827.0,859.7142857142857,864.8571428571429
2012-05-30,832,2,5,151,22,0,854.0,862.0,860.0,886.0,840.0,860.1428571428571,864.4285714285714
2012-05-31,858,3,5,152,22,0,832.0,858.0,865.0,871.0,846.0,855.8571428571429,862.5
2012-06-01,855,4,6,153,22,0,858.0,873.0,867.0,874.0,850.0,855.8571428571429,862.0357142857143
2012-06-02,845,5,6,154,22,1,855.0,856.0,877.0,859.0,845.0,853.2857142857143,861.3571428571429
2012-06-03,868,6,6,155,22,1,845.0,856.0,870.0,866.0,844.0,851.7142857142857,860.8571428571429
2012-06-04,856,0,6,156,23,0,868.0,862.0,860.0,865.0,857.0,853.4285714285714,860.9285714285714
2012-06-05,845,1,6,157,23,0,856.0,854.0,851.0,874.0,846.0,852.5714285714286,860.6071428571429
2012-06-06,853,2,6,158,23,0,845.0,832.0,862.0,855.0,845.0,851.2857142857143,859.5714285714286
2012-06-07,856,3,6,159,23,0,853.0,858.0,858.0,863.0,842.0,854.2857142857143,859.5
2012-06-08,835,4,6,160,23,0,856.0,855.0,873.0,847.0,839.0,854.0,859.25
2012-06-09,844,5,6,161,23,1,835.0,845.0,856.0,869.0,841.0,851.1428571428571,858.8214285714286
2012-06-10,861,6,6,162,23,1,844.0,868.0,856.0,855.0,844.0,851.0,857.9285714285714
2012-06-11,837,0,6,163,24,0,861.0,856.0,862.0,874.0,856.0,850.0,858.1428571428571
2012-06-12,852,1,6,164,24,0,837.0,845.0,854.0,875.0,844.0,847.2857142857143,856.8214285714286
2012-06-13,847,2,6,165,24,0,852.0,853.0,832.0,860.0,828.0,848.2857142857143,856.0
2012-06-14,846,3,6,166,24,0,847.0,856.0,858.0,865.0,838.0,847.4285714285714,855.5357142857143
2012-06-15,845,4,6,167,24,0,846.0,835.0,855.0,867.0,835.0,846.0,854.8571428571429
2012-06-16,839,5,6,168,24,1,845.0,844.0,845.0,877.0,823.0,847.4285714285714,854.0714285714286
2012-06-17,845,6,6,169,24,1,839.0,861.0,868.0,870.0,815.0,846.7142857142857,852.7142857142857
2012-06-18,827,0,6,170,25,0,845.0,837.0,856.0,860.0,839.0,844.4285714285714,851.8214285714286
2012-06-19,825,1,6,171,25,0,827.0,852.0,845.0,851.0,842.0,843.0,850.6428571428571
2012-06-20,858,2,6,172,25,0,825.0,847.0,853.0,862.0,842.0,839.1428571428571,849.7142857142857
2012-06-21,845,3,6,173,25,0,858.0,846.0,856.0,858.0,831.0,840.7142857142857,849.5714285714286
2012-06-22,820,4,6,174,25,0,845.0,845.0,835.0,873.0,841.0,840.5714285714286,849.1071428571429
2012-06-23,827,5,6,175,25,1,820.0,839.0,844.0,856.0,835.0,837.0,847.2142857142857
2012-06-24,839,6,6,176,25,1,827.0,845.0,861.0,856.0,837.0,835.2857142857143,846.1785714285714
2012-06-25,843,0,6,177,26,0,839.0,827.0,837.0,862.0,829.0,834.4285714285714,845.5714285714286
2012-06-26,840,1,6,178,26,0,843.0,825.0,852.0,854.0,806.0,836.7142857142857,844.8928571428571
2012-06-27,813,2,6,179,26,0,840.0,858.0,847.0,832.0,813.0,838.8571428571429,844.3928571428571
2012-06-28,836,3,6,180,26,0,813.0,845.0,846.0,858.0,813.0,832.4285714285714,843.7142857142857
2012-06-29,835,4,6,181,26,0,836.0,820.0,845.0,855.0,826.0,831.1428571428571,842.9285714285714
2012-06-30,831,5,6,182,26,1,835.0,827.0,839.0,845.0,807.0,833.2857142857143,842.2142857142857
2012-07-01,823,6,7,183,26,1,831.0,839.0,845.0,868.0,812.0,833.8571428571429,841.7142857142857
2012-07-02,815,0,7,184,27,0,823.0,843.0,827.0,856.0,832.0,831.5714285714286,840.1071428571429
2012-07-03,827,1,7,185,27,0,815.0,840.0,825.0,845.0,812.0,827.5714285714286,838.6428571428571
2012-07-04,831,2,7,186,27,0,827.0,813.0,858.0,853.0,822.0,825.7142857142857,838.0
2012-07-05,820,3,7,187,27,0,831.0,836.0,845.0,856.0,825.0,828.2857142857143,837.2142857142857
2012-07-06,827,4,7,188,27,0,820.0,835.0,820.0,835.0,808.0,826.0,835.9285714285714
2012-07-07,823,5,7,189,27,1,827.0,831.0,827.0,844.0,799.0,824.8571428571429,835.6428571428571
2012-07-08,819,6,7,190,27,1,823.0,823.0,839.0,861.0,818.0,823.7142857142857,834.8928571428571
2012-07-09,805,0,7,191,28,0,819.0,815.0,843.0,837.0,824.0,823.1428571428571,833.3928571428571
2012-07-10,813,1,7,192,28,0,805.0,827.0,840.0,852.0,817.0,821.7142857142857,832.25
2012-07-11,827,2,7,193,28,0,813.0,831.0,813.0,847.0,798.0,819.7142857142857,830.8571428571429
2012-07-12,806,3,7,194,28,0,827.0,820.0,836.0,846.0,816.0,819.1428571428571,830.1428571428571
2012-07-13,820,4,7,195,28,0,806.0,827.0,835.0,845.0,810.0,817.1428571428571,828.7142857142857
2012-07-14,835,5,7,196,28,1,820.0,823.0,831.0,839.0,821.0,816.1428571428571,827.8214285714286
2012-07-15,807,6,7,197,28,1,835.0,819.0,823.0,845.0,819.0,817.8571428571429,827.6785714285714
2012-07-16,807,0,7,198,29,0,807.0,805.0,815.0,827.0,806.0,816.1428571428571,826.3214285714286
2012-07-17,813,1,7,199,29,0,807.0,813.0,827.0,825.0,787.0,816.4285714285714,825.6071428571429
2012-07-18,813,2,7,200,29,0,813.0,827.0,831.0,858.0,792.0,816.4285714285714,825.1785714285714
2012-07-19,810,3,7,201,29,0,813.0,806.0,820.0,845.0,817.0,814.4285714285714,823.5714285714286
2012-07-20,815,4,7,202,29,0,810.0,820.0,827.0,820.0,804.0,815.0,822.3214285714286
2012-07-21,806,5,7,203,29,1,815.0,835.0,823.0,827.0,810.0,814.2857142857143,822.1428571428571
2012-07-22,825,6,7,204,29,1,806.0,807.0,819.0,839.0,804.0,810.1428571428571,821.3928571428571
2012-07-23,828,0,7,205,30,0,825.0,807.0,805.0,843.0,811.0,812.7142857142857,820.8928571428571
2012-07-24,814,1,7,206,30,0,828.0,813.0,813.0,840.0,815.0,815.7142857142857,820.3571428571429
2012-07-25,808,2,7,207,30,0,814.0,813.0,827.0,813.0,796.0,815.8571428571429,819.4285714285714
2012-07-26,819,3,7,208,30,0,808.0,810.0,806.0,836.0,796.0,815.1428571428571,819.25
2012-07-27,800,4,7,209,30,0,819.0,815.0,820.0,835.0,798.0,816.4285714285714,818.6428571428571
2012-07-28,784,5,7,210,30,1,800.0,806.0,835.0,831.0,782.0,814.2857142857143,817.3928571428571
2012-07-29,815,6,7,211,30,1,784.0,825.0,807.0,823.0,815.0,811.1428571428571,815.7142857142857
2012-07-30,805,0,7,212,31,0,815.0,828.0,807.0,815.0,799.0,809.7142857142857,815.4285714285714
2012-07-31,808,1,7,213,31,0,805.0,814.0,813.0,827.0,798.0,806.4285714285714,815.0714285714286
2012-08-01,800,2,8,214,31,0,808.0,808.0,813.0,831.0,799.0,805.5714285714286,814.3928571428571
2012-08-02,792,3,8,215,31,0,800.0,819.0,810.0,820.0,809.0,804.4285714285714,813.2857142857143
2012-08-03,807,4,8,216,31,0,792.0,800.0,815.0,827.0,794.0,800.5714285714286,812.2857142857143
2012-08-04,810,5,8,217,31,1,807.0,784.0,806.0,823.0,790.0,801.5714285714286,811.5714285714286
2012-08-05,797,6,8,218,31,1,810.0,815.0,825.0,819.0,786.0,805.2857142857143,811.1071428571429
2012-08-06,802,0,8,219,32,0,797.0,805.0,828.0,805.0,792.0,802.7142857142857,810.3214285714286
2012-08-07,795,1,8,220,32,0,802.0,808.0,814.0,813.0,786.0,802.2857142857143,810.2142857142857
2012-08-08,813,2,8,221,32,0,795.0,800.0,808.0,827.0,794.0,800.4285714285714,809.5714285714286
2012-08-09,802,3,8,222,32,0,813.0,792.0,819.0,806.0,783.0,802.2857142857143,809.0714285714286
2012-08-10,796,4,8,223,32,0,802.0,807.0,800.0,820.0,797.0,803.7142857142857,808.9285714285714
2012-08-11,803,5,8,224,32,1,796.0,810.0,784.0,835.0,776.0,802.1428571428571,808.0714285714286
2012-08-12,791,6,8,225,32,1,803.0,797.0,815.0,807.0,788.0,801.1428571428571,806.9285714285714
2012-08-13,784,0,8,226,33,0,791.0,802.0,805.0,807.0,795.0,800.2857142857143,806.3571428571429
2012-08-14,812,1,8,227,33,0,784.0,795.0,808.0,813.0,780.0,797.7142857142857,805.5357142857143
2012-08-15,807,2,8,228,33,0,812.0,813.0,800.0,813.0,780.0,800.1428571428571,805.5
2012-08-16,792,3,8,229,33,0,807.0,802.0,792.0,810.0,782.0,799.2857142857143,805.2857142857143
2012-08-17,799,4,8,230,33,0,792.0,796.0,807.0,815.0,787.0,797.8571428571429,804.6428571428571
2012-08-18,796,5,8,231,33,1,799.0,803.0,810.0,806.0,774.0,798.2857142857143,804.0714285714286
2012-08-19,799,6,8,232,33,1,796.0,791.0,797.0,825.0,803.0,797.2857142857143,803.7142857142857
2012-08-20,783,0,8,233,34,0,799.0,784.0,802.0,828.0,796.0,798.4285714285714,802.7857142857143
2012-08-21,775,1,8,234,34,0,783.0,812.0,795.0,814.0,780.0,798.2857142857143,801.1785714285714
2012-08-22,814,2,8,235,34,0,775.0,807.0,813.0,808.0,792.0,793.0,799.7857142857143
2012-08-23,785,3,8,236,34,0,814.0,792.0,802.0,819.0,781.0,794.0,800.0
2012-08-24,781,4,8,237,34,0,785.0,799.0,796.0,800.0,776.0,793.0,798.7857142857143
2012-08-25,782,5,8,238,34,1,781.0,796.0,803.0,784.0,794.0,790.4285714285714,798.1071428571429
2012-08-26,784,6,8,239,34,1,782.0,799.0,791.0,815.0,767.0,788.4285714285714,798.0357142857143
2012-08-27,773,0,8,240,35,0,784.0,783.0,784.0,805.0,789.0,786.2857142857143,796.9285714285714
2012-08-28,774,1,8,241,35,0,773.0,775.0,812.0,808.0,775.0,784.8571428571429,795.7857142857143
2012-08-29,782,2,8,242,35,0,774.0,814.0,807.0,800.0,775.0,784.7142857142857,794.5714285714286
2012-08-30,783,3,8,243,35,0,782.0,785.0,792.0,792.0,795.0,780.1428571428571,793.9285714285714
2012-08-31,788,4,8,244,35,0,783.0,781.0,799.0,807.0,774.0,779.8571428571429,793.6071428571429
2012-09-01,793,5,9,245,35,1,788.0,782.0,796.0,810.0,765.0,780.8571428571429,792.9285714285714
2012-09-02,777,6,9,246,35,1,793.0,784.0,799.0,797.0,809.0,782.4285714285714,792.3214285714286
2012-09-03,765,0,9,247,36,0,777.0,773.0,783.0,802.0,781.0,781.4285714285714,791.6071428571429
2012-09-04,788,1,9,248,36,0,765.0,774.0,775.0,795.0,782.0,780.2857142857143,790.2857142857143
2012-09-05,792,2,9,249,36,0,788.0,782.0,814.0,813.0,781.0,782.2857142857143,790.0357142857143
2012-09-06,783,3,9,250,36,0,792.0,783.0,785.0,802.0,766.0,783.7142857142857,789.2857142857143
2012-09-07,786,4,9,251,36,0,783.0,788.0,781.0,796.0,780.0,783.7142857142857,788.6071428571429
2012-09-08,788,5,9,252,36,1,786.0,793.0,782.0,803.0,770.0,783.4285714285714,788.25
2012-09-09,789,6,9,253,36,1,788.0,777.0,784.0,791.0,787.0,782.7142857142857,787.7142857142857
2012-09-10,778,0,9,254,37,0,789.0,765.0,773.0,784.0,780.0,784.4285714285714,787.6428571428571
2012-09-11,774,1,9,255,37,0,778.0,788.0,774.0,812.0,784.0,786.2857142857143,787.4285714285714
2012-09-12,783,2,9,256,37,0,774.0,792.0,782.0,807.0,775.0,784.2857142857143,786.0714285714286
2012-09-13,775,3,9,257,37,0,783.0,783.0,783.0,792.0,775.0,783.0,785.2142857142857
2012-09-14,785,4,9,258,37,0,775.0,786.0,788.0,799.0,773.0,781.8571428571429,784.6071428571429
2012-09-15,782,5,9,259,37,1,785.0,788.0,793.0,796.0,768.0,781.7142857142857,784.1071428571429
2012-09-16,788,6,9,260,37,1,782.0,789.0,777.0,799.0,790.0,780.8571428571429,783.6071428571429
2012-09-17,773,0,9,261,38,0,788.0,778.0,765.0,783.0,773.0,780.7142857142857,783.2142857142857
2012-09-18,776,1,9,262,38,0,773.0,774.0,788.0,775.0,787.0,780.0,782.8571428571429
2012-09-19,784,2,9,263,38,0,776.0,783.0,792.0,814.0,778.0,780.2857142857143,782.8928571428571
2012-09-20,781,3,9,264,38,0,784.0,775.0,783.0,785.0,780.0,780.4285714285714,781.8214285714286
2012-09-21,778,4,9,265,38,0,781.0,785.0,786.0,781.0,756.0,781.2857142857143,781.6785714285714
2012-09-22,794,5,9,266,38,1,778.0,782.0,788.0,782.0,761.0,780.2857142857143,781.5714285714286
2012-09-23,767,6,9,267,38,1,794.0,788.0,789.0,784.0,783.0,782.0,782.0
2012-09-24,791,0,9,268,39,0,767.0,773.0,778.0,773.0,773.0,779.0,781.3928571428571
2012-09-25,772,1,9,269,39,0,791.0,776.0,774.0,774.0,778.0,781.5714285714286,782.0357142857143
2012-09-26,761,2,9,270,39,0,772.0,784.0,783.0,782.0,776.0,781.0,781.9642857142857
2012-09-27,779,3,9,271,39,0,761.0,781.0,775.0,783.0,765.0,777.7142857142857,781.2142857142857
2012-09-28,767,4,9,272,39,0,779.0,778.0,785.0,788.0,779.0,777.4285714285714,781.0714285714286
2012-09-29,768,5,9,273,39,1,767.0,794.0,782.0,793.0,761.0,775.8571428571429,780.3214285714286
2012-09-30,795,6,9,274,39,1,768.0,767.0,788.0,777.0,772.0,772.1428571428571,779.4285714285714
2012-10-01,780,0,10,275,40,0,795.0,791.0,773.0,765.0,778.0,776.1428571428571,780.0714285714286
2012-10-02,778,1,10,276,40,0,780.0,772.0,776.0,788.0,771.0,774.5714285714286,780.6071428571429
2012-10-03,780,2,10,277,40,0,778.0,761.0,784.0,792.0,771.0,775.4285714285714,780.25
2012-10-04,771,3,10,278,40,0,780.0,779.0,781.0,783.0,778.0,778.1428571428571,779.8214285714286
2012-10-05,782,4,10,279,40,0,771.0,767.0,778.0,786.0,784.0,777.0,779.3928571428571
2012-10-06,764,5,10,280,40,1,782.0,768.0,794.0,788.0,757.0,779.1428571428571,779.25
2012-10-07,759,6,10,281,40,1,764.0,795.0,767.0,789.0,779.0,778.5714285714286,778.3928571428571
2012-10-08,766,0,10,282,41,0,759.0,780.0,791.0,778.0,770.0,773.4285714285714,777.3214285714286
2012-10-09,788,1,10,283,41,0,766.0,778.0,772.0,774.0,783.0,771.4285714285714,776.8928571428571
2012-10-10,768,2,10,284,41,0,788.0,780.0,761.0,783.0,774.0,772.8571428571429,777.3928571428571
2012-10-11,764,3,10,285,41,0,768.0,771.0,779.0,775.0,776.0,771.1428571428571,776.8571428571429
2012-10-12,781,4,10,286,41,0,764.0,782.0,767.0,785.0,761.0,770.1428571428571,776.4642857142857
2012-10-13,791,5,10,287,41,1,781.0,764.0,768.0,782.0,762.0,770.0,776.3214285714286
2012-10-14,791,6,10,288,41,1,791.0,759.0,795.0,788.0,763.0,773.8571428571429,776.6428571428571
2012-10-15,772,0,10,289,42,0,791.0,766.0,780.0,773.0,754.0,778.4285714285714,776.75
2012-10-16,791,1,10,290,42,0,772.0,788.0,778.0,776.0,759.0,779.2857142857143,776.7142857142857
2012-10-17,790,2,10,291,42,0,791.0,768.0,780.0,784.0,783.0,779.7142857142857,777.25
2012-10-18,772,3,10,292,42,0,790.0,764.0,771.0,781.0,774.0,782.8571428571429,777.4642857142857
2012-10-19,789,4,10,293,42,0,772.0,781.0,782.0,778.0,786.0,784.0,777.1428571428571
2012-10-20,799,5,10,294,42,1,789.0,791.0,764.0,794.0,786.0,785.1428571428571,777.5357142857143
2012-10-21,801,6,10,295,42,1,799.0,791.0,759.0,767.0,783.0,786.2857142857143,777.7142857142857
2012-10-22,790,0,10,296,43,0,801.0,772.0,766.0,791.0,760.0,787.7142857142857,778.9285714285714
2012-10-23,775,1,10,297,43,0,790.0,791.0,788.0,772.0,784.0,790.2857142857143,778.8928571428571
2012-10-24,791,2,10,298,43,0,775.0,790.0,768.0,761.0,785.0,788.0,779.0
2012-10-25,800,3,10,299,43,0,791.0,772.0,764.0,779.0,791.0,788.1428571428571,780.0714285714286
2012-10-26,780,4,10,300,43,0,800.0,789.0,781.0,767.0,772.0,792.1428571428571,780.8214285714286
2012-10-27,784,5,10,301,43,1,780.0,799.0,791.0,768.0,772.0,790.8571428571429,781.2857142857143
2012-10-28,768,6,10,302,43,1,784.0,801.0,791.0,795.0,783.0,788.7142857142857,781.8571428571429
2012-10-29,784,0,10,303,44,0,768.0,790.0,772.0,780.0,778.0,784.0,780.8928571428571
2012-10-30,794,1,10,304,44,0,784.0,775.0,791.0,778.0,791.0,783.1428571428571,781.0357142857143
2012-10-31,774,2,10,305,44,0,794.0,791.0,790.0,780.0,752.0,785.8571428571429,781.6071428571429
2012-11-01,786,3,11,306,44,0,774.0,800.0,772.0,771.0,774.0,783.4285714285714,781.3928571428571
2012-11-02,756,4,11,307,44,0,786.0,780.0,789.0,782.0,802.0,781.4285714285714,781.9285714285714
2012-11-03,807,5,11,308,44,1,756.0,784.0,799.0,764.0,793.0,778.0,781.0
2012-11-04,792,6,11,309,44,1,807.0,768.0,801.0,759.0,794.0,781.2857142857143,782.5357142857143
2012-11-05,780,0,11,310,45,0,792.0,784.0,790.0,766.0,783.0,784.7142857142857,783.7142857142857
2012-11-06,785,1,11,311,45,0,780.0,794.0,775.0,788.0,771.0,784.1428571428571,784.2142857142857
2012-11-07,779,2,11,312,45,0,785.0,774.0,791.0,768.0,802.0,782.8571428571429,784.1071428571429
2012-11-08,784,3,11,313,45,0,779.0,786.0,800.0,764.0,798.0,783.5714285714286,784.5
2012-11-09,770,4,11,314,45,0,784.0,756.0,780.0,781.0,783.0,783.2857142857143,785.2142857142857
2012-11-10,795,5,11,315,45,1,770.0,807.0,784.0,791.0,775.0,785.2857142857143,784.8214285714286
2012-11-11,805,6,11,316,45,1,795.0,792.0,768.0,791.0,781.0,783.5714285714286,784.9642857142857
2012-11-12,806,0,11,317,46,0,805.0,780.0,784.0,772.0,777.0,785.4285714285714,785.4642857142857
2012-11-13,784,1,11,318,46,0,806.0,785.0,794.0,791.0,783.0,789.1428571428571,786.6785714285714
2012-11-14,804,2,11,319,46,0,784.0,779.0,774.0,790.0,770.0,789.0,786.4285714285714
2012-11-15,781,3,11,320,46,0,804.0,784.0,786.0,772.0,800.0,792.5714285714286,786.9285714285714
2012-11-16,788,4,11,321,46,0,781.0,770.0,756.0,789.0,803.0,792.1428571428571,787.25
2012-11-17,797,5,11,322,46,1,788.0,795.0,807.0,799.0,783.0,794.7142857142857,787.2142857142857
2012-11-18,795,6,11,323,46,1,797.0,805.0,792.0,801.0,802.0,795.0,787.1428571428571
2012-11-19,782,0,11,324,47,0,795.0,806.0,780.0,790.0,779.0,793.5714285714286,786.9285714285714
2012-11-20,798,1,11,325,47,0,782.0,784.0,785.0,775.0,770.0,790.1428571428571,786.6428571428571
2012-11-21,809,2,11,326,47,0,798.0,804.0,779.0,791.0,821.0,792.1428571428571,787.4642857142857
2012-11-22,812,3,11,327,47,0,809.0,781.0,784.0,800.0,796.0,792.8571428571429,788.1071428571429
2012-11-23,795,4,11,328,47,0,812.0,788.0,770.0,780.0,805.0,797.2857142857143,788.5357142857143
2012-11-24,793,5,11,329,47,1,795.0,797.0,795.0,784.0,801.0,798.2857142857143,789.0714285714286
2012-11-25,797,6,11,330,47,1,793.0,795.0,805.0,768.0,804.0,797.7142857142857,789.3928571428571
2012-11-26,798,0,11,331,48,0,797.0,782.0,806.0,784.0,799.0,798.0,790.4285714285714
2012-11-27,799,1,11,332,48,0,798.0,798.0,784.0,794.0,797.0,800.2857142857143,790.9285714285714
2012-11-28,804,2,11,333,48,0,799.0,809.0,804.0,774.0,798.0,800.4285714285714,791.1071428571429
2012-11-29,792,3,11,334,48,0,804.0,812.0,781.0,786.0,797.0,799.7142857142857,792.1785714285714
2012-11-30,793,4,11,335,48,0,792.0,795.0,788.0,756.0,800.0,796.8571428571429,792.3928571428571
2012-12-01,813,5,12,336,48,1,793.0,793.0,797.0,807.0,792.0,796.5714285714286,793.7142857142857
2012-12-02,797,6,12,337,48,1,813.0,797.0,795.0,792.0,796.0,799.4285714285714,793.9285714285714
2012-12-03,806,0,12,338,49,0,797.0,798.0,782.0,780.0,812.0,799.4285714285714,794.1071428571429
2012-12-04,808,1,12,339,49,0,806.0,799.0,798.0,785.0,800.0,800.5714285714286,795.0357142857143
2012-12-05,807,2,12,340,49,0,808.0,804.0,809.0,779.0,796.0,801.8571428571429,795.8571428571429
2012-12-06,815,3,12,341,49,0,807.0,792.0,812.0,784.0,803.0,802.2857142857143,796.8571428571429
2012-12-07,807,4,12,342,49,0,815.0,793.0,795.0,770.0,810.0,805.5714285714286,797.9642857142857
2012-12-08,801,5,12,343,49,1,807.0,813.0,793.0,795.0,799.0,807.5714285714286,799.2857142857143
2012-12-09,810,6,12,344,49,1,801.0,797.0,797.0,805.0,823.0,805.8571428571429,799.5
2012-12-10,793,0,12,345,50,0,810.0,806.0,798.0,806.0,820.0,807.7142857142857,799.6785714285714
2012-12-11,808,1,12,346,50,0,793.0,808.0,799.0,784.0,800.0,805.8571428571429,799.2142857142857
2012-12-12,835,2,12,347,50,0,808.0,807.0,804.0,804.0,824.0,805.8571428571429,800.0714285714286
2012-12-13,814,3,12,348,50,0,835.0,815.0,792.0,781.0,803.0,809.8571428571429,801.1785714285714
2012-12-14,835,4,12,349,50,0,814.0,807.0,793.0,788.0,807.0,809.7142857142857,802.3571428571429
2012-12-15,813,5,12,350,50,1,835.0,801.0,813.0,797.0,819.0,813.7142857142857,804.0357142857143
2012-12-16,807,6,12,351,50,1,813.0,810.0,797.0,795.0,805.0,815.4285714285714,804.6071428571429
2012-12-17,808,0,12,352,51,0,807.0,793.0,806.0,782.0,809.0,815.0,805.0357142857143
2012-12-18,830,1,12,353,51,0,808.0,808.0,808.0,798.0,813.0,817.1428571428571,805.9642857142857
2012-12-19,829,2,12,354,51,0,830.0,835.0,807.0,809.0,796.0,820.2857142857143,807.1071428571429
2012-12-20,836,3,12,355,51,0,829.0,814.0,815.0,812.0,830.0,819.4285714285714,807.8214285714286
2012-12-21,827,4,12,356,51,0,836.0,835.0,807.0,795.0,820.0,822.5714285714286,808.6785714285714
2012-12-22,827,5,12,357,51,1,827.0,813.0,801.0,793.0,817.0,821.4285714285714,809.8214285714286
2012-12-23,834,6,12,358,51,1,827.0,807.0,810.0,797.0,824.0,823.4285714285714,811.0357142857143
2012-12-24,824,0,12,359,52,0,834.0,808.0,793.0,798.0,813.0,827.2857142857143,812.3571428571429
2012-12-25,824,1,12,360,52,0,824.0,830.0,808.0,799.0,825.0,829.5714285714286,813.2857142857143
2012-12-26,831,2,12,361,52,0,824.0,829.0,835.0,804.0,804.0,828.7142857142857,814.1785714285714
2012-12-27,834,3,12,362,52,0,831.0,836.0,814.0,792.0,820.0,829.0,815.1428571428571
2012-12-28,852,4,12,363,52,0,834.0,827.0,835.0,793.0,824.0,828.7142857142857,816.6428571428571
2012-12-29,836,5,12,364,52,1,852.0,827.0,813.0,813.0,806.0,832.2857142857143,818.75
2012-12-30,831,6,12,365,52,1,836.0,834.0,807.0,797.0,824.0,833.5714285714286,819.5714285714286
2012-12-31,830,0,12,366,1,0,831.0,824.0,808.0,806.0,829.0,833.1428571428571,820.7857142857143
2013-01-01,841,1,1,1,1,0,830.0,824.0,830.0,808.0,833.0,834.0,821.6428571428571
2013-01-02,838,2,1,2,1,0,841.0,831.0,829.0,807.0,836.0,836.4285714285714,822.8214285714286
2013-01-03,840,3,1,3,1,0,838.0,834.0,836.0,815.0,832.0,837.4285714285714,823.9285714285714
2013-01-04,822,4,1,4,1,0,840.0,852.0,827.0,807.0,832.0,838.2857142857143,824.8214285714286
2013-01-05,846,5,1,5,1,1,822.0,836.0,827.0,801.0,834.0,834.0,825.3571428571429
2013-01-06,841,6,1,6,1,1,846.0,831.0,834.0,810.0,819.0,835.4285714285714,826.9642857142857
2013-01-07,826,0,1,7,2,0,841.0,830.0,824.0,793.0,824.0,836.8571428571429,828.0714285714286
2013-01-08,830,1,1,8,2,0,826.0,841.0,824.0,808.0,825.0,836.2857142857143,829.25
2013-01-09,859,2,1,9,2,0,830.0,838.0,831.0,835.0,844.0,834.7142857142857,830.0357142857143
2013-01-10,836,3,1,10,2,0,859.0,840.0,834.0,814.0,839.0,837.7142857142857,830.8928571428571
2013-01-11,847,4,1,11,2,0,836.0,822.0,852.0,835.0,845.0,837.1428571428571,831.6785714285714
2013-01-12,857,5,1,12,2,1,847.0,846.0,836.0,813.0,847.0,840.7142857142857,832.1071428571429
2013-01-13,813,6,1,13,2,1,857.0,841.0,831.0,807.0,848.0,842.2857142857143,833.6785714285714
2013-01-14,847,0,1,14,3,0,813.0,826.0,830.0,808.0,842.0,838.2857142857143,833.8928571428571
2013-01-15,837,1,1,15,3,0,847.0,830.0,841.0,830.0,853.0,841.2857142857143,835.2857142857143
2013-01-16,846,2,1,16,3,0,837.0,859.0,838.0,829.0,843.0,842.2857142857143,835.5357142857143
2013-01-17,849,3,1,17,3,0,846.0,836.0,840.0,836.0,839.0,840.4285714285714,836.1428571428571
2013-01-18,847,4,1,18,3,0,849.0,847.0,822.0,827.0,850.0,842.2857142857143,836.6071428571429
2013-01-19,852,5,1,19,3,1,847.0,857.0,846.0,827.0,834.0,842.2857142857143,837.3214285714286
2013-01-20,843,6,1,20,3,1,852.0,813.0,841.0,834.0,839.0,841.5714285714286,838.2142857142857
2013-01-21,861,0,1,21,4,0,843.0,847.0,826.0,824.0,864.0,845.8571428571429,838.5357142857143
2013-01-22,838,1,1,22,4,0,861.0,837.0,830.0,824.0,848.0,847.8571428571429,839.8571428571429
2013-01-23,836,2,1,23,4,0,838.0,846.0,859.0,831.0,849.0,848.0,840.3571428571429
2013-01-24,839,3,1,24,4,0,836.0,849.0,836.0,834.0,841.0,846.5714285714286,840.5357142857143
2013-01-25,866,4,1,25,4,0,839.0,847.0,847.0,852.0,860.0,845.1428571428571,840.7142857142857
2013-01-26,850,5,1,26,4,1,866.0,852.0,857.0,836.0,868.0,847.8571428571429,841.2142857142857
2013-01-27,839,6,1,27,4,1,850.0,843.0,813.0,831.0,852.0,847.5714285714286,841.7142857142857
2013-01-28,850,0,1,28,5,0,839.0,861.0,847.0,830.0,850.0,847.0,842.0
2013-01-29,862,1,1,29,5,0,850.0,838.0,837.0,841.0,854.0,845.4285714285714,842.7142857142857
2013-01-30,865,2,1,30,5,0,862.0,836.0,846.0,838.0,865.0,848.8571428571429,843.4642857142857
2013-01-31,857,3,1,31,5,0,865.0,839.0,849.0,840.0,857.0,853.0,844.4285714285714
2013-02-01,869,4,2,32,5,0,857.0,866.0,847.0,822.0,862.0,855.5714285714286,845.0357142857143
2013-02-02,864,5,2,33,5,1,869.0,850.0,852.0,846.0,853.0,856.0,846.7142857142857
2013-02-03,863,6,2,34,5,1,864.0,839.0,843.0,841.0,851.0,858.0,847.3571428571429
2013-02-04,861,0,2,35,6,0,863.0,850.0,861.0,826.0,854.0,861.4285714285714,848.1428571428571
2013-02-05,856,1,2,36,6,0,861.0,862.0,838.0,830.0,859.0,863.0,849.3928571428571
2013-02-06,863,2,2,37,6,0,856.0,865.0,836.0,859.0,857.0,862.1428571428571,850.3214285714286
2013-02-07,859,3,2,38,6,0,863.0,857.0,839.0,836.0,835.0,861.8571428571429,850.4642857142857
